region,building_cluster,building_type,num_households_premises,num_shops_premises,type_waste_generator,waste_segregation,wet_waste_before_segregation,dry_waste_before_segregation,hazardous_waste,composting_type,compost_bin_by_mcgm,date_notice_issued,name_number,coll_date,category,num_wings,wing_name,population,compostable_waste,recyclable_waste,rejected_waste
TARAPORE,Samartha Aangan,Res.,330,,After 2007 (BWG),yes,170,31,0,,,,,02/10/2021,,,,,,,
TARAPORE,Gulmohar,Res.,32,,,yes,22,7,0,,,,,02/10/2021,,,,,,,
TARAPORE,Mayfair no.20,Res.,32,6,,yes,15,6,1,,,,,02/10/2021,,,,,,,
TARAPORE,Indra darshan l,,264,,,,-,-,-,Out source,,,,02/10/2021,,,,,,,
TARAPORE,Indra darshan ll,,330,,,,-,-,-,Out source,,,,02/10/2021,,,,,,,
TARAPORE,"Tarapore garden no. 1,2,3",,294,,BWG,yes,44,37,31,,,18/09/2021,"Sanjeev Sharma
9920304152",02/10/2021,,,,,,,
TARAPORE,Tarapore tower,Res.,269,,BWG,,-,-,-,Out source,,18/09/2021,"Arun poddar
9920720066",02/10/2021,,,,,,,
TARAPORE,Samtha vaibhav,Com,103,20,,yes,37,22,0,,,,,02/10/2021,,,,,,,
TARAPORE,Tulip no.6,Res.,37,2,,yes,12,0,0,,,,,02/10/2021,,,,,,,
TARAPORE,Aster no.5,Res.,34,,,yes,14,0,0,,,,,02/10/2021,,,,,,,
TARAPORE,Blue bell no.8,Res.,34,4,,yes,22,4,2,,,,,02/10/2021,,,,,,,
TARAPORE,Avalon no7,Res.,30,,,yes,9,9,0,,,,,02/10/2021,,,,,,,
TARAPORE,(JBCN) International school,Scl,,,,,-,-,-,,,,,02/10/2021,,,,,,,
TARAPORE,Daffodils no.10,Res.,32,,,no,0,6,0,,,,,02/10/2021,,,,,,,
TARAPORE,Indus no.9,Res.,32,,,no,0,9,1,,,,,02/10/2021,,,,,,,
TARAPORE,Marigold no. 1,Res.,34,,,yes,24,0,0,,,,,02/10/2021,,,,,,,
TARAPORE,Starship no.11,Res.,28,,,yes,12,0,4,,,,,02/10/2021,,,,,,,
OSHIWARA GARDEN,Maheshwari Hall,,,,,yes,-,-,-,,,,,02/10/2021,,,,,,,
OSHIWARA GARDEN,Suriyakiran no.19,Res.,32,6,,yes,0,0,4,comp bin,,,,02/10/2021,,,,,,,
OSHIWARA GARDEN,Amity no.18,Res.,32,,,yes,0,4,1,comp bin,,,,02/10/2021,,,,,,,
OSHIWARA GARDEN,Oshiwara Garden,Grdn,,,After 2007 (BWG),yes,0,1,0,,,,,02/10/2021,,,,,,,
OSHIWARA GARDEN,Green view no.17,Res.,32,,,yes,0,6,0,comp bin,,,,02/10/2021,,,,,,,
OSHIWARA GARDEN,Hima sai no.16,Res.,32,,,yes,0,2,2,comp bin,,,,02/10/2021,,,,,,,
OSHIWARA GARDEN,Raja Rani Malhotra Vidyalaya,Scl,40,,,yes,0,0,0,,,,,02/10/2021,,,,,,,
OSHIWARA GARDEN,HVPS Education Complex,Scl,,,,yes,0,0,0,,,,,02/10/2021,,,,,,,
OSHIWARA GARDEN,Goenka International School,Scl,,22,,yes,0,0,0,,,,,02/10/2021,,,,,,,
OSHIWARA GARDEN,Marble School,Scl,,22,,yes,0,0,0,,,,,02/10/2021,,,,,,,
OSHIWARA GARDEN,Goverment of India Building,Res.,30,,,yes,21,7,0,,,,,02/10/2021,,,,,,,
OSHIWARA GARDEN,Sanskar no.15,Res.,28,,,no,11,9,2,,,,,02/10/2021,,,,,,,
BMC ROAD,Aradhana SRA,Res.,,,,Yes,114,40,0,,,,,02/10/2021,,,,,,,
BMC ROAD,Annapoorna Chs,Res.,286,25,,Yes,65,20,0,,,,,02/10/2021,,,,,,,
BMC ROAD,Godavari 7 Res.,Res.,44,,,Yes,16,40,1,,,,,02/10/2021,,,,,,,
BMC ROAD,Godavari no1,Res.,40,,,Yes,9,14,0,,,,,02/10/2021,,,,,,,
BMC ROAD,Krishna no 2,Res.,40,,,Yes,11,8.3,1,,,,,02/10/2021,,,,,,,
BMC ROAD,Narmadha no 3,Res.,40,,,Yes,8,8.4,2,,,,,02/10/2021,,,,,,,
BMC ROAD,Kaveri no 4,Res.,40,,,Yes,5,8.3,1,,,,,02/10/2021,,,,,,,
BMC ROAD,Panchvati no 5,Res.,40,,,Yes,7,12,0,,,,,02/10/2021,,,,,,,
BMC ROAD,Saptha Shrungi no 6,Res.,40,,,Yes,22,17,3,,,,,02/10/2021,,,,,,,
BMC ROAD,Sai Siddhii no 7,Res.,40,,,Yes,7,9,1,,,,,02/10/2021,,,,,,,
BMC ROAD,Serenity Shree sai wings ADEF Chs,Res.,140,,BWG,Yes,59,20,7,,,18/09/2021,"Nandkishore Ghag
9821394023",02/10/2021,,,,,,,
BMC ROAD,"Serenity Shree sai wings B1,B2 Chs",,,,,Yes,29,20,0,,,18/09/2021,"Vare (Mang)
9699720927",02/10/2021,,,,,,,
BMC ROAD,Serenity Shree sai wings GHI chs,,,,,Yes,29,65,0,,,18/09/2021,"Suryanarayan Chube 
9702021707",02/10/2021,,,,,,,
BMC ROAD,City International School,Scl,,,,Yes,3,17,0,,,,,02/10/2021,,,,,,,
HEERA PANNA ROAD,Om Heera Panna Premises,Com,,290,BWG,yes,0,32,0,,,27/09/2021,"Kisanlal Hans
9892408602",02/10/2021,,,,,,,
HEERA PANNA ROAD,Reliable Business Centre,Com,,11,After 2007 (BWG/SRA),Yes,0,30,0,,,27/09/2021,"Shakeel Shaik
9821326518",02/10/2021,,,,,,,
HEERA PANNA ROAD,Oshiwara Yashodeep ,Res.,60,,BWG /SRA,No,0,0,0,,,18/09/2021,"Ishwar  Hubale
9870473923",02/10/2021,,,,,,,
HEERA PANNA ROAD,Yamuna 38,Res.,55,12,,Yes,23,17,1,,,,,02/10/2021,,,,,,,
HEERA PANNA ROAD,Kaveri no41,Res.,,,,Yes,12,18,1,,,,,02/10/2021,,,,,,,
HEERA PANNA ROAD,Oshiwara Link Plaza,,,199,,Yes,15,60,0,,,,,02/10/2021,,,,,,,
HEERA PANNA ROAD,Aanand Seva Samity,,102,11,BWG /SRA,no,0,0,0,,,27/09/2021,"Mansoor Ali Khan
9022887279",02/10/2021,,,,,,,
HEERA PANNA ROAD,Sumukh Heights,,42,,,Yes,32,20,0,,,,,02/10/2021,,,,,,,
HEERA PANNA ROAD,Mhada Sargam no40,Res.,88,4,,Yes,22,15,0,,,,,02/10/2021,,,,,,,
HEERA PANNA ROAD,Sebi Gaurur,Res.,30,,,yes,16,13,0,,,,,02/10/2021,,,,,,,
HEERA PANNA ROAD,Gujarat Bhavan,Res.,28,,,no,0,0,0,,,,,02/10/2021,,,,,,,
HEERA PANNA ROAD,(SBI) Officers Quatres 35,Res.,90,,,Yes,6,15,1,,,,,02/10/2021,,,,,,,
HEERA PANNA ROAD,Tata Communication Residential Colony,Res.,105,,,Yes,8,30,0,,,,,02/10/2021,,,,,,,
HEERA PANNA ROAD,Andhra Bank Quartres,Res.,62,,,Yes,12,20,0,,,,,02/10/2021,,,,,,,
HEERA PANNA ROAD,Oshiwara Mhada B.M.C Garden,Grdn,,,,Yes,0,2,0,,,,,02/10/2021,,,,,,,
NEW LINK ROAD,Anuksa no.2,Res.,34,,,yes,16,3,0,,,,,02/10/2021,,,,,,,
NEW LINK ROAD,Aroma no.3,Res.,34,,,yes,20,2,0,,,,,02/10/2021,,,,,,,
NEW LINK ROAD,Sunshine no.4,Res.,34,,,yes,14,5,2,,,,,02/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Lotus no.12,Res.,32,,,yes,13,2,0,,,,,02/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Utsav no.13,Res.,32,,,yes,17,12,0,,,,,02/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Rajanigandha no.14,Res.,32,,,yes,0,0,1,,comp bin,,,02/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Tax officers no.24,Res.,,,,yes,16,0,0,,,,,02/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Link Way no.25,Res.,34,,,yes,21,5,0,,,,,02/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Kasturi Res.iety,Res.,32,,,,-,-,-,,,,,02/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Oshiwara Police Chowki,,,,,no,0,0,0,,,,,02/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,State Bank India ,,,1,,,-,-,-,,,,,02/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Matru Chayya,Res.,32,,,Yes,6,27,0,,,,,02/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Evershine ,Res.,32,,,Yes,12,0,0,,,,,02/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Central Excise no.26,Res.,32,,,Yes,15,5,0,,,,,02/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Central Excise  no.27,Res.,32,,,Yes,11,8,0,,,,,02/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Ekdant ,Res.,34,,,Yes,9,0,0,,,,,02/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Parth 43,Res.,32,,,Yes,12,20,0,,,,,02/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Fakir wadi,Res.,,,,yes,214,25,0,,,,,02/10/2021,,,,,,,
Behram  Baug,Shakti seva sangh,Res.,91,14,BWG/SRA,no,0,0,0,,-,,,03/10/2021,,,,,,,
Behram  Baug,Ujala Nagar SRA,Res.,116,21,After 2007 (BWG/SRA),no,0,0,0,,-,,,03/10/2021,,,,,,,
Behram  Baug,Patel SRA,Res.,,,,,-,-,-,,,,,03/10/2021,,,,,,,
Behram  Baug,Sakirabi,Res.,114,16,After 2007 (BWG/SRA),no,0,0,0,,-,,,03/10/2021,,,,,,,
Behram  Baug,Parsi Colony,Res.,13x28,,Other,yes,166,29,0,,,,,03/10/2021,,,,,,,
Behram  Baug,Shama chs,Res.,,,,yes,-,-,-,,,,,03/10/2021,,,,,,,
Behram  Baug,Anupa Public high scl,Scl,,,,,0,0,0,,,,,03/10/2021,,,,,,,
Behram  Baug,Sarvodhaya SRA,Res.,,,BWG,yes,-,-,-,,,03/10/2021,,03/10/2021,,,,,,,
Behram  Baug,Range Heights,Com,,,After 2007 (BWG),no,0,0,0,,,,,03/10/2021,,,,,,,
Behram  Baug,Santosh Nagar SRA,Res.,,,BWG,no,0,0,0,,,28/09/2021,"Amersen Yadav
9867974333",03/10/2021,,,,,,,
Behram  Baug,Green palace,Res.,,,,no,-,-,-,,,,,03/10/2021,,,,,,,
ROSHAN NAGAR,Milliennium Court,Res.,80,1,BWG,yes,80,0,0,,,27/09/2021,"Nitinn Ranga
9821337126",03/10/2021,,,,,,,
ROSHAN NAGAR,Evershine Green,Res.,206,14,BWG,yes,0,0,5,OWC,,18/09/2021,"Rohit Sharma (chr)
9819309474",03/10/2021,,,,,,,
ROSHAN NAGAR,"Raigad military school
Com-Bldg",Com,32,,BWG,yes,0,0,0,,,,,03/10/2021,,,,,,,
ROSHAN NAGAR,Raigad military school,Scl,32,,,yes,-,-,-,,,,,03/10/2021,,,,,,,
ROSHAN NAGAR,Mariyam public high school,Scl,,16,,yes,-,-,-,,,,,03/10/2021,,,,,,,
ROSHAN NAGAR,Belvedere spring school,Scl,,,,yes,-,,-,,,,,03/10/2021,,,,,,,
ROSHAN NAGAR,Level resident,Res.,,,,,-,-,-,-,-,,,03/10/2021,,,,,,,
ROSHAN NAGAR,Oshiwara Akash ganga,Res.,28,,,yes,40,6,1,,,,,03/10/2021,,,,,,,
ROSHAN NAGAR,Oshwara Vishal,Res.,28,,,yes,30,8,0,,,,,03/10/2021,,,,,,,
ROSHAN NAGAR,Oshiwara Sahyadri,Res.,56,,,yes,50,3,1,,,,,03/10/2021,,,,,,,
ROSHAN NAGAR,Oshiwara Girnar,Res.,56,,,yes,70,9,0,,,,,03/10/2021,,,,,,,
ROSHAN NAGAR,Johig,Res.,28,,,yes,15,12,0,,,,,03/10/2021,,,,,,,
ROSHAN NAGAR,Oshiwara Ravikiran,Res.,28,,,yes,10,11,3,,,,,03/10/2021,,,,,,,
ROSHAN NAGAR,Oshiwara Satpuda,Res.,56,,,yes,50,17,0,,,,,03/10/2021,,,,,,,
ROSHAN NAGAR,Green daimond,Res.,40,,After 2007 (BWG),yes,30,7,7,,,27/09/2021,"Sameer Shaik(sup)
9920048273",03/10/2021,,,,,,,
ROSHAN NAGAR,Jogeshwari Ganesh niwas,Res.,80,,BWG/SRA,yes,80,20,0,,,27/09/2021,"Bhagwan Jadhav
9821800369",03/10/2021,,,,,,,
ROSHAN NAGAR,Roshan nagar B1,Res.,52,12,After 2007 (BWG/SRA),yes,35,12,4,,,27/09/2021,"Ashok Dongre
9833455170",03/10/2021,,,,,,,
ROSHAN NAGAR,Roshan nagar B2,Res.,82,13,After 2007 (BWG/SRA),yes,25,15,2,,,27/09/2021,"Alim Khan
8879313127",03/10/2021,,,,,,,
ROSHAN NAGAR,Lashkaria Empress,Res.,56,6,After 2007 (BWG/SRA),no,,0,0,Out source,,21/09/2021,"Sameer Shaik
9920048273",03/10/2021,,,,,,,
ROSHAN NAGAR,Oriental Education ,Clg,,,,yes,0,0,0,,,,,03/10/2021,,,,,,,
ROSHAN NAGAR,Green Heights (Lashkaria),Res.,,,BWG,no,0,0,0,,,21/09/2021,"Aslam Lashkaria
9820990707",03/10/2021,,,,,,,
ROSHAN NAGAR,Sree Sai lila (SRA),Res.,56,,BWG,no,0,0,0,,,,,03/10/2021,,,,,,,
ROSHAN NAGAR,Shivspruthi Bldg no.1 ,Res.,,,BWG,yes,50,13,2,,,27/09/2021,"Vasant  Mahadik
7208580681",03/10/2021,,,,,,,
ROSHAN NAGAR,Shivspruthi Bldg no.2 ,Res.,88,,BWG /SRA,yes,90,26,2,,-,27/09/2021,"Vasant  Mahadik
7208580681",03/10/2021,,,,,,,
ANAND NAGAR,Techweb centre,Com,,,,yes,15,4,0,,,,,03/10/2021,,,,,,,
ANAND NAGAR,Daimond /Pearl,Res.,18,2,,no,0,0,0,,,,,03/10/2021,,,,,,,
ANAND NAGAR,Vijay Vishal,Res.,78,,BWG,yes,0,14,0,,,20/09/2021,"Chandrakant Kale
9969003025",03/10/2021,,,,,,,
ANAND NAGAR,Spice Tower,Com,,16,,,0,0,0,out source,,,,03/10/2021,,,,,,,
ANAND NAGAR,Sandipani Shikshak Oshiwara,Res.,91,28,After 2007 (BWG),yes,30,20,0,,,20/09/2021,"Rammani C. Dube
9702334382",03/10/2021,,,,,,,
ANAND NAGAR,Vaibhav Palace,Res.,48,28,,no,0,0,0.5,,,,,03/10/2021,,,,,,,
MEGA MALL,Assistant Commissioner Police Oshiwara Division Mumbai,Com,,,,no,0,0,0,,,,,03/10/2021,,,,,,,
MEGA MALL,Jay Ambe,Res.,100,,BWG,yes,90,25,0,,,28/09/2021,"Amar Pal
9920612050",03/10/2021,,,,,,,
MEGA MALL,Mahataranga,Res.,52,4,,yes,0,0,0,,,,,03/10/2021,,,,,,,
MEGA MALL,Sawati Apartment,Res.,28,7,,yes,0,2,2,,,,,03/10/2021,,,,,,,
MEGA MALL,1 BHK,Com,,,,no,0,0,0,,,,,03/10/2021,,,,,,,
MEGA MALL,Meera Tower,Res.,100,28,BWG,,-,-,-,Out source,,18/09/2021,"A.K.Singh (Mang)
9930317315",03/10/2021,,,,,,,
GREEN PARK,East side no.28,Res.,32,,MHADA,,0,5,0,,24/09/2021,,,03/10/2021,,,,,,,
GREEN PARK,Samruddhi no.29,Res.,32,,MHADA,,35,9,0,,,,,03/10/2021,,,,,,,
GREEN PARK,Anand vihar,Res.,42,,MHADA,,0,12,0,,24/09/2021,,,03/10/2021,,,,,,,
GREEN PARK,Oshiwara Basera,Res.,28,,MHADA,,45,4,0,,,,,03/10/2021,,,,,,,
GREEN PARK,Park paradise,Res.,44,12,MHADA,,0,9,7,,25/09/2021,,,03/10/2021,,,,,,,
TARAPORE,The park (Lotus),Res.,42,,MHADA,,-,-,-,,,,,03/10/2021,,,,,,,
TARAPORE,K.L Walawalkar MCGM garden,Grdn,,,,yes,0,1,0,,,,,03/10/2021,,,,,,,
TARAPORE,Atlantis,Res.,22,,,yes,0,13,0,,,,,03/10/2021,,,,,,,
TARAPORE,Deep apartment,Res.,100,,BWG,yes,0,50,0,,,28/09/2021,Zuber Menon,03/10/2021,,,,,,,
TARAPORE,Arjanhans,Res.,,,,yes,0,0,0,,,,,03/10/2021,,,,,,,
TARAPORE,Kohinoor I,Res.,,,,yes,0,6,0,,,,,03/10/2021,,,,,,,
TARAPORE,Kohinoor II,Res.,,,,yes,0,7,0,,,,,03/10/2021,,,,,,,
TARAPORE,Shantivan Mhada (7 bldg),Res.,7x28,,MHADA,yes,200,33,0,,,,,03/10/2021,,,,,,,
TARAPORE,Rims International School ,Scl,,,,yes,-,-,-,,,,,03/10/2021,,,,,,,
TARAPORE,Samartha deep,Res.,160,,,,-,-,-,Out source,,,,03/10/2021,,,,,,,
TARAPORE,Samartha ashish,Res.,74,,,,-,-,-,Out source,,,,03/10/2021,,,,,,,
TARAPORE,Aakash,Res.,28,,MHADA,yes,0,4,0,,26/09/2021,,,03/10/2021,,,,,,,
TARAPORE,Eden garden no.22,Res.,32,,MHADA,yes,0,7,0,,24/09/2021,,,03/10/2021,,,,,,,
TARAPORE,Samartha Aangan,Res.,330,,After 2007 (BWG),yes,80,40,25,,,,,03/10/2021,,,,,,,
TARAPORE,Gulmohar,Res.,32,,MHADA,no,0,7,0,,,,,03/10/2021,,,,,,,
TARAPORE,Mayfair no.20,Res.,32,6,MHADA,yes,0,20,0,,23/09/2021,,,03/10/2021,,,,,,,
TARAPORE,Indra darshan l,Res.,264,,,,-,-,-,Out source,,,,03/10/2021,,,,,,,
TARAPORE,Indra darshan ll,Res.,330,,,,-,-,-,Out source,,,,03/10/2021,,,,,,,
TARAPORE,"Tarapore garden no. 1,2,3",Res.,294,,BWG,yes,60,38,26,,,18/09/2021,"Sanjeev Sharma
9920304152",03/10/2021,,,,,,,
TARAPORE,Tarapore tower,Res.,269,,BWG,,-,--,-,Out source,,18/09/2021,"Arun poddar
9920720066",03/10/2021,,,,,,,
TARAPORE,Samartha vaibhav,Com,103,20,,yes,0,0,0,,,,,03/10/2021,,,,,,,
TARAPORE,,,,,,,,,,,,,,03/10/2021,,,,,,,
AZAD NAGAR PETROL PUMP,Tulip no.6,Res.,37,2,MHADA,yes,60,9,0,,,,,03/10/2021,,,,,,,
AZAD NAGAR PETROL PUMP,Aster no.5,Res.,34,,MHADA,no,0,15,0,,,,,03/10/2021,,,,,,,
AZAD NAGAR PETROL PUMP,Kasturi Res.iety,Res.,32,,,,-,-,-,,,,,03/10/2021,,,,,,,
JBCN SCHOOL LANE,Blue bell no.8,Res.,34,4,MHADA,yes,40,7,,,,,,03/10/2021,,,,,,,
JBCN SCHOOL LANE,Avalon no7,Res.,30,,MHADA,yes,30,14,,,,,,03/10/2021,,,,,,,
JBCN SCHOOL LANE,(JBCN) International school,Scl,,,,,-,-,-,,,,,03/10/2021,,,,,,,
JBCN SCHOOL LANE,Daffodils no.10,Res.,32,,MHADA,yes,70,11,,,,,,03/10/2021,,,,,,,
JBCN SCHOOL LANE,Indus no.9,Res.,32,,MHADA,yes,78,16,,,,,,03/10/2021,,,,,,,
OSHIWARA GARDEN,Maheshwari Hall,Com,,,,yes,0,10,0,,,,,03/10/2021,,,,,,,
OSHIWARA GARDEN,Suriyakiran no.19,Res.,32,6,MHADA,yes,0,8,0,,21/09/2021,,,03/10/2021,,,,,,,
OSHIWARA GARDEN,Amity no.18,Res.,32,,MHADA,yes,0,9,1,,19/09/2021,,,03/10/2021,,,,,,,
OSHIWARA GARDEN,Oshiwara Mhada Garden,Grdn,,,,yes,0,0,0,,20/09/2021,,,03/10/2021,,,,,,,
OSHIWARA GARDEN,Green view no.17,Res.,32,,MHADA,yes,0,8,2,,19/09/2021,,,03/10/2021,,,,,,,
OSHIWARA GARDEN,Hima sai no.16,Res.,32,,MHADA,yes,0,6,3,,20/09/2021,,,03/10/2021,,,,,,,
OSHIWARA GARDEN,Raja Rani Malhotra Vidyalaya,Scl,40,,,yes,0,0,0,,,,,03/10/2021,,,,,,,
OSHIWARA GARDEN,HVPS Education Complex,Clg,,,,yes,0,0,0,,,,,03/10/2021,,,,,,,
OSHIWARA GARDEN,Goenka International School,Scl,,22,,yes,0,0,0,,,,,03/10/2021,,,,,,,
OSHIWARA GARDEN,Marble School,Scl,,22,,yes,0,0,0,,,,,03/10/2021,,,,,,,
OSHIWARA GARDEN,Goverment of India Building,Res.,30,,,yes,0,0,0,,,,,03/10/2021,,,,,,,
OSHIWARA GARDEN,Sanskar no.15,Res.,28,,MHADA,yes,50,17,0,,-,-,-,03/10/2021,,,,,,,
BMC ROAD,Aradhana SRA,Res.,,,,yes,440,34,0,,-,-,-,03/10/2021,,,,,,,
BMC ROAD,Annapoorna Chs,Res.,286,25,,yes,70,45,0,,-,-,-,03/10/2021,,,,,,,
BMC ROAD,Godavari no1,Res.,40,,MHADA,yes,0,10,0,,02/10/2021,,,03/10/2021,,,,,,,
BMC ROAD,Krishna no 2,Res.,40,,MHADA,yes,0,8,0,,02/10/2021,,,03/10/2021,,,,,,,
BMC ROAD,Narmadha no 3,Res.,40,,MHADA,yes,0,37,0,,02/10/2021,,,03/10/2021,,,,,,,
BMC ROAD,Kaveri no 4,Res.,40,,MHADA,yes,0,,0,,02/10/2021,,,03/10/2021,,,,,,,
BMC ROAD,Panchvati no 5,Res.,40,,MHADA,yes,0,,0,,02/10/2021,,,03/10/2021,,,,,,,
BMC ROAD,Saptha Shrungi no 6,Res.,40,,MHADA,yes,0,,0,,,,,03/10/2021,,,,,,,
BMC ROAD,Sai Siddhii no 7,Res.,40,,MHADA,yes,0,,0,,,,,03/10/2021,,,,,,,
BMC ROAD,Serenity Shree sai wings ADEF Chs,Res.,140,,BWG,yes,0,48,0,,,18/09/2021,"Nandkishore Ghag
9821394023",03/10/2021,,,,,,,
BMC ROAD,"Serenity Shree sai wings B1,B2 Chs",Res.,88,,BWG,yes,0,,0,,,18/09/2021,"Vare (Mang)
9699720927",03/10/2021,,,,,,,
BMC ROAD,Serenity Shree sai wings GHI chs,Res.,,,BWG,yes,0,24,0,,,18/09/2021,"Suryanarayan Chube 
9702021707",03/10/2021,,,,,,,
BMC ROAD,City International School,Scl,,,,yes,0,0,0,,,,,03/10/2021,,,,,,,
HEERA PANNA ROAD,Jay Ambe,Res.,,,,,-,-,-,,,,,03/10/2021,,,,,,,
HEERA PANNA ROAD,Sumukh Heights,Res.,42,,,,-,-,-,,,,,03/10/2021,,,,,,,
HEERA PANNA ROAD,Sai Leela(SRA),Res.,,,,,-,-,-,,,,,03/10/2021,,,,,,,
HEERA PANNA ROAD,Aanand Seva Samity,Res.,102,11,BWG /SRA,yes,0,36,0,,,27/09/2021,"Mansoor Ali Khan
9022887279",03/10/2021,,,,,,,
HEERA PANNA ROAD,Reliable Business Centre,Com,,11,After 2007 (BWG),yes,10,8,0,,,27/09/2021,"Shakeel Shaik
9821326518",03/10/2021,,,,,,,
HEERA PANNA ROAD,Om Heera Panna Premises,Com,,290,BWG,yes,0,26,0,,27/09/2021,27/09/2021,"Kisanlal Hans
9892408602",03/10/2021,,,,,,,
HEERA PANNA ROAD,Oshiwara Link Plaza,Com,,199,,yes,0,31,0,,,,,03/10/2021,,,,,,,
HEERA PANNA ROAD,Oshiwara Yashodeep ,Res.,60,,BWG /SRA,yes,0,17,0,,,18/09/2021,"Ishwar  Hubale
9870473923",03/10/2021,,,,,,,
HEERA PANNA ROAD,(SBI) Officers Quatres 35,Res.,90,,MHADA,yes,25,7,0,,,,,03/10/2021,,,,,,,
HEERA PANNA ROAD,Godavari ,,,,MHADA,yes,30,8,0,,,,,03/10/2021,,,,,,,
HEERA PANNA ROAD,Yamuna 38,Res.,55,12,MHADA,yes,25,5,0,,,,,03/10/2021,,,,,,,
HEERA PANNA ROAD,Kaveri no41,Res.,,,MHADA,yes,35,5,0,,,,,03/10/2021,,,,,,,
HEERA PANNA ROAD,Mhada Sargam no40,Res.,88,4,MHADA,yes,0,13,0,,,,,03/10/2021,,,,,,,
HEERA PANNA ROAD,Sebi Gurur,Res.,30,,,yes,0,10,0,,,,,03/10/2021,,,,,,,
HEERA PANNA ROAD,Gujarat Bhavan,Res.,28,,,yes,50,0,0,,,,,03/10/2021,,,,,,,
HEERA PANNA ROAD,Tata Communication Residential Colony,Res.,105,,MHADA,yes,30,5,0,,,,,03/10/2021,,,,,,,
HEERA PANNA ROAD,Andhra Bank Quartres,Res.,62,,MHADA,yes,75,0,0,,,,,03/10/2021,,,,,,,
HEERA PANNA ROAD,BMC Garden I,Grdn,,,,yes,20,0,0,,,,,03/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Marigold no. 1,Res.,34,,MHADA,yes,25,7,0,,,,,03/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Anuksa no.2,Res.,34,,MHADA,yes,40,5,0,,,,,03/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Aroma no.3,Res.,34,,MHADA,no,0,9,0,,,,,03/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Sunshine no.4,Res.,34,,MHADA,no,0,12,0,,,,,03/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Starship no.11,Res.,28,,MHADA,yes,0,10,0,,23/09/2021,,,03/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Lotus no.12,Res.,32,,MHADA,yes,0,8,0,,23/09/2021,,,03/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Utsav no.13,Res.,32,,MHADA,yes,60,9,3,,,,,03/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Rajanigandha no.14,Res.,32,,MHADA,yes,0,6,0,,20/09/2021,,,03/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Income tax officers no.24,Res.,34,,MHADA,yes,50,5,0,,,,,03/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Link Way no.25,Res.,34,,MHADA,yes,30,8,0,,,,,03/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Central Excise Res.iety no.26,Res.,32,,MHADA,yes,40,3,0,,,,,03/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Central Excise Res.iety no.27,Res.,32,,MHADA,yes,50,9,0,,,,,03/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Oshiwara Police Chowki,Com,,,,no,0,0,0,,,,,03/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,State Bank India ,Com,,1,,,-,-,-,,,,,03/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Matru Chayya,Res.,32,,MHADA,yes,0,30,0,,,,,03/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Ekdant Res.iety,Res.,34,,MHADA,yes,0,22,0,,,,,03/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Parth no.43,Res.,32,,MHADA,yes,0,19,0,,,,,03/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Fakir wadi (T.Camp),Res.,,,,,273,69,0,0,,,,03/10/2021,,,,,,,
Behram  Baug,Shakti seva sangh,Res.,91,14,BWG/SRA,no,0,0,0,,-,,,05/10/2021,,,,,,,
